id,observationId,present,surveyName,species,eventDate,t,latitude,longitude,year,coordinateUncertaintyValue,altitude,easting,northing,asp_n,asp_e,temp.avg,temp.avg.pred.err.sd,temp.avg.dwnscl.err.sd,temp.avg.anom,water.avg,water.avg.pred.err.sd,water.avg.dwnscl.err.sd,water.avg.anom,spatial_fold,temporal_fold,training
1686,548867,0,243342,Acrothamnus hookeri,1982-02-01,5,-36.84138999999999,148.14417,1982,15,1640,602016.7361560216,5922111.707831146,0.19,-0.37,8.445540198726974,0.709457579967633,0.2547536641441242,0.1985297272170783,0.3612352426339318,0.012216156005640178,0.009247684986906177,-0.020177373338652604,5,4,FALSE
1687,548754,0,243338,Acrothamnus hookeri,1982-02-01,5,-36.880280000000006,148.14694,1982,15,1400,602211.9104680959,5917794.4090348445,-0.77,-0.05,8.738835354127787,0.709457579967633,0.24426753976974636,0.16724069567692368,0.3578574004974486,0.012216156005640178,0.0077585080542241424,-0.019983549237899134,5,4,FALSE
1688,548914,0,243344,Acrothamnus hookeri,1982-02-01,5,-36.86222000000001,148.14694,1982,15,1550,602235.9782531166,5919797.933473386,-0.12,-0.76,8.194427633976545,0.709457579967633,0.2349007806980241,0.19696946075004007,0.3643040323926919,0.012216156005640178,0.0058979700413988815,-0.01914782471198967,5,4,FALSE
1689,548611,0,243333,Acrothamnus hookeri,1982-02-01,5,-36.856669999999994,148.15528,1982,15,1380,602986.8658580268,5920404.672508,0.1,0.08,8.130932053275785,0.709457579967633,0.2484392213155765,0.20484929844951694,0.368398773767378,0.012216156005640178,0.008055257310369213,-0.018534991242315446,5,4,FALSE
1690,548598,0,243332,Acrothamnus hookeri,1982-02-01,5,-36.852499999999985,148.15667,1982,15,1720,603116.3836386485,5920865.779724796,0.1,0.08,8.281125088014505,0.709457579967633,0.2520242871988284,0.20082529040348618,0.36370269711250847,0.012216156005640178,0.008767799333925201,-0.01954238122140156,5,4,FALSE
1691,548596,0,243331,Acrothamnus hookeri,1982-02-01,5,-36.85110999999999,148.15806,1982,15,1760,603242.1755255979,5921018.480486222,0.1,0.08,8.281125088014505,0.709457579967633,0.2520242871988284,0.20082529040348618,0.36370269711250847,0.012216156005640178,0.008767799333925201,-0.01954238122140156,5,4,FALSE
1692,548493,0,243327,Acrothamnus hookeri,1982-02-01,5,-36.92056000000001,148.15944,1982,15,1420,603271.6145414793,5913312.3770783655,-0.82,-0.07,8.883044179280603,0.709457579967633,0.270456734385862,0.14069747924804688,0.35568190746657224,0.012216156005640178,0.0112475664716575,-0.019318043024859566,2,4,TRUE
1693,548578,0,243330,Acrothamnus hookeri,1982-02-01,5,-36.85249999999999,148.15944,1982,15,1740,603363.3368866346,5920862.785693757,-0.52,0.3,8.281125088014505,0.709457579967633,0.2520242871988284,0.20082529040348618,0.36370269711250847,0.012216156005640178,0.008767799333925201,-0.01954238122140156,5,4,FALSE
1694,548944,0,243345,Acrothamnus hookeri,1982-02-01,5,-36.81638999999999,148.15944,1982,15,1560,603411.9418340278,5924868.706324372,0.67,0.11,8.416843226336084,0.709457579967633,0.27016502397403364,0.21709740680194045,0.3618504621250473,0.012216156005640178,0.011218532773348961,-0.020753216511313344,5,4,FALSE
1695,548686,0,243336,Acrothamnus hookeri,1982-02-01,5,-36.87472,148.16222,1982,15,1360,603581.1808130612,5918394.750083729,-0.17,0.51,8.882802802929007,0.709457579967633,0.25652940873113894,0.16653801738351603,0.35888326008790644,0.012216156005640178,0.009590516510629797,-0.02002064476086607,5,4,FALSE
